store_id,state_id,cat_id,wm_yr_wk,weekly_units,week_start,n_days,month,year,week_of_year
CA_2,CA,FOODS,11529,18912,2015-08-15,7,8,2015,33
CA_2,CA,FOODS,11530,16984,2015-08-22,7,8,2015,34
CA_2,CA,FOODS,11531,18579,2015-08-29,7,8,2015,35
CA_2,CA,FOODS,11532,19240,2015-09-05,7,9,2015,36
CA_2,CA,FOODS,11533,18177,2015-09-12,7,9,2015,37
CA_2,CA,FOODS,11534,18996,2015-09-19,7,9,2015,38
CA_2,CA,FOODS,11535,18815,2015-09-26,7,9,2015,39
CA_2,CA,FOODS,11536,19939,2015-10-03,7,10,2015,40
CA_2,CA,FOODS,11537,18579,2015-10-10,7,10,2015,41
CA_2,CA,FOODS,11538,18477,2015-10-17,7,10,2015,42
CA_2,CA,FOODS,11539,18388,2015-10-24,7,10,2015,43
CA_2,CA,FOODS,11540,17800,2015-10-31,7,10,2015,44
CA_2,CA,FOODS,11541,17566,2015-11-07,7,11,2015,45
CA_2,CA,FOODS,11542,17043,2015-11-14,7,11,2015,46
CA_2,CA,FOODS,11543,17834,2015-11-21,7,11,2015,47
CA_2,CA,FOODS,11544,15864,2015-11-28,7,11,2015,48
CA_2,CA,FOODS,11545,16996,2015-12-05,7,12,2015,49
CA_2,CA,FOODS,11546,17427,2015-12-12,7,12,2015,50
CA_2,CA,FOODS,11547,17220,2015-12-19,7,12,2015,51
CA_2,CA,FOODS,11548,17158,2015-12-26,7,12,2015,52
CA_2,CA,FOODS,11549,17280,2016-01-02,7,1,2016,53
CA_2,CA,FOODS,11550,19015,2016-01-09,7,1,2016,1
CA_2,CA,FOODS,11551,18841,2016-01-16,7,1,2016,2
CA_2,CA,FOODS,11552,18411,2016-01-23,7,1,2016,3
CA_2,CA,FOODS,11601,19062,2016-01-30,7,1,2016,4
CA_2,CA,FOODS,11602,19709,2016-02-06,7,2,2016,5
CA_2,CA,FOODS,11603,19477,2016-02-13,7,2,2016,6
CA_2,CA,FOODS,11604,18790,2016-02-20,7,2,2016,7
CA_2,CA,FOODS,11605,19332,2016-02-27,7,2,2016,8
CA_2,CA,FOODS,11606,20662,2016-03-05,7,3,2016,9
CA_2,CA,FOODS,11607,19711,2016-03-12,7,3,2016,10
CA_2,CA,FOODS,11608,15553,2016-03-19,7,3,2016,11
CA_2,CA,FOODS,11609,21158,2016-03-26,7,3,2016,12
CA_2,CA,FOODS,11610,20711,2016-04-02,7,4,2016,13
CA_2,CA,FOODS,11611,20832,2016-04-09,7,4,2016,14
CA_2,CA,FOODS,11612,19825,2016-04-16,7,4,2016,15
CA_2,CA,FOODS,11613,20274,2016-04-23,7,4,2016,16
CA_2,CA,FOODS,11614,22326,2016-04-30,7,4,2016,17
CA_2,CA,FOODS,11615,21417,2016-05-07,7,5,2016,18
CA_2,CA,FOODS,11616,22273,2016-05-14,7,5,2016,19
CA_2,CA,HOBBIES,11417,2020,2014-05-24,7,5,2014,21
CA_2,CA,HOBBIES,11418,2033,2014-05-31,7,5,2014,22
CA_2,CA,HOBBIES,11419,2103,2014-06-07,7,6,2014,23
CA_2,CA,HOBBIES,11420,2133,2014-06-14,7,6,2014,24
CA_2,CA,HOBBIES,11421,2212,2014-06-21,7,6,2014,25
CA_2,CA,HOBBIES,11422,2093,2014-06-28,7,6,2014,26
CA_2,CA,HOBBIES,11423,2137,2014-07-05,7,7,2014,27
CA_2,CA,HOBBIES,11424,1973,2014-07-12,7,7,2014,28
CA_2,CA,HOBBIES,11425,2007,2014-07-19,7,7,2014,29
CA_2,CA,HOBBIES,11426,1781,2014-07-26,7,7,2014,30
CA_2,CA,HOBBIES,11427,2088,2014-08-02,7,8,2014,31
CA_2,CA,HOBBIES,11428,2044,2014-08-09,7,8,2014,32
CA_2,CA,HOBBIES,11429,2038,2014-08-16,7,8,2014,33
CA_2,CA,HOBBIES,11430,1887,2014-08-23,7,8,2014,34
CA_2,CA,HOBBIES,11431,2042,2014-08-30,7,8,2014,35
CA_2,CA,HOBBIES,11432,1735,2014-09-06,7,9,2014,36
CA_2,CA,HOBBIES,11433,1712,2014-09-13,7,9,2014,37
CA_2,CA,HOBBIES,11434,1700,2014-09-20,7,9,2014,38
CA_2,CA,HOBBIES,11435,2022,2014-09-27,7,9,2014,39
CA_2,CA,HOBBIES,11436,1853,2014-10-04,7,10,2014,40
CA_2,CA,HOBBIES,11437,2045,2014-10-11,7,10,2014,41
CA_2,CA,HOBBIES,11438,2015,2014-10-18,7,10,2014,42
CA_2,CA,HOBBIES,11439,2277,2014-10-25,7,10,2014,43
CA_2,CA,HOBBIES,11440,1907,2014-11-01,7,11,2014,44
CA_2,CA,HOBBIES,11441,1993,2014-11-08,7,11,2014,45
CA_2,CA,HOBBIES,11442,2022,2014-11-15,7,11,2014,46
CA_2,CA,HOBBIES,11443,2001,2014-11-22,7,11,2014,47
CA_2,CA,HOBBIES,11444,2165,2014-11-29,7,11,2014,48
CA_2,CA,HOBBIES,11445,2159,2014-12-06,7,12,2014,49
CA_2,CA,HOBBIES,11446,2183,2014-12-13,7,12,2014,50
CA_2,CA,HOBBIES,11447,2012,2014-12-20,7,12,2014,51
CA_2,CA,HOBBIES,11448,1922,2014-12-27,7,12,2014,52
CA_2,CA,HOBBIES,11449,2005,2015-01-03,7,1,2015,1
CA_2,CA,HOBBIES,11450,1904,2015-01-10,7,1,2015,2
CA_2,CA,HOBBIES,11451,1857,2015-01-17,7,1,2015,3
CA_2,CA,HOBBIES,11452,1966,2015-01-24,7,1,2015,4
CA_2,CA,HOBBIES,11501,2222,2015-01-31,7,1,2015,5
CA_2,CA,HOBBIES,11502,2158,2015-02-07,7,2,2015,6
CA_2,CA,HOBBIES,11503,2162,2015-02-14,7,2,2015,7
CA_2,CA,HOBBIES,11504,2006,2015-02-21,7,2,2015,8
CA_2,CA,HOBBIES,11505,2220,2015-02-28,7,2,2015,9
CA_2,CA,HOBBIES,11506,2265,2015-03-07,7,3,2015,10
CA_2,CA,HOBBIES,11507,2004,2015-03-14,7,3,2015,11
CA_2,CA,HOBBIES,11508,2218,2015-03-21,7,3,2015,12
CA_2,CA,HOBBIES,11509,2201,2015-03-28,7,3,2015,13
CA_2,CA,HOBBIES,11510,2162,2015-04-04,7,4,2015,14
CA_2,CA,HOBBIES,11511,2035,2015-04-11,7,4,2015,15
CA_2,CA,HOBBIES,11512,2094,2015-04-18,7,4,2015,16
CA_2,CA,HOBBIES,11513,2362,2015-04-25,7,4,2015,17
CA_2,CA,HOBBIES,11514,2180,2015-05-02,7,5,2015,18
CA_2,CA,HOBBIES,11515,2077,2015-05-09,7,5,2015,19
CA_2,CA,HOBBIES,11516,2238,2015-05-16,7,5,2015,20
CA_2,CA,HOBBIES,11517,2270,2015-05-23,7,5,2015,21
CA_2,CA,HOBBIES,11518,2412,2015-05-30,7,5,2015,22
CA_2,CA,HOBBIES,11519,2259,2015-06-06,7,6,2015,23
CA_2,CA,HOBBIES,11520,2510,2015-06-13,7,6,2015,24
CA_2,CA,HOBBIES,11521,2800,2015-06-20,7,6,2015,25
CA_2,CA,HOBBIES,11522,2748,2015-06-27,7,6,2015,26
CA_2,CA,HOBBIES,11523,2461,2015-07-04,7,7,2015,27
CA_2,CA,HOBBIES,11524,2856,2015-07-11,7,7,2015,28
CA_2,CA,HOBBIES,11525,2793,2015-07-18,7,7,2015,29
CA_2,CA,HOBBIES,11526,2843,2015-07-25,7,7,2015,30
CA_2,CA,HOBBIES,11527,2759,2015-08-01,7,8,2015,31
CA_2,CA,HOBBIES,11528,2996,2015-08-08,7,8,2015,32
CA_2,CA,HOBBIES,11529,2655,2015-08-15,7,8,2015,33
CA_2,CA,HOBBIES,11530,2683,2015-08-22,7,8,2015,34
CA_2,CA,HOBBIES,11531,2978,2015-08-29,7,8,2015,35
CA_2,CA,HOBBIES,11532,2748,2015-09-05,7,9,2015,36
CA_2,CA,HOBBIES,11533,2991,2015-09-12,7,9,2015,37
CA_2,CA,HOBBIES,11534,2872,2015-09-19,7,9,2015,38
CA_2,CA,HOBBIES,11535,3059,2015-09-26,7,9,2015,39
CA_2,CA,HOBBIES,11536,2731,2015-10-03,7,10,2015,40
CA_2,CA,HOBBIES,11537,3070,2015-10-10,7,10,2015,41
CA_2,CA,HOBBIES,11538,3090,2015-10-17,7,10,2015,42
CA_2,CA,HOBBIES,11539,3315,2015-10-24,7,10,2015,43
CA_2,CA,HOBBIES,11540,3020,2015-10-31,7,10,2015,44
CA_2,CA,HOBBIES,11541,2758,2015-11-07,7,11,2015,45
CA_2,CA,HOBBIES,11542,3012,2015-11-14,7,11,2015,46
CA_2,CA,HOBBIES,11543,2754,2015-11-21,7,11,2015,47
CA_2,CA,HOBBIES,11544,2971,2015-11-28,7,11,2015,48
CA_2,CA,HOBBIES,11545,3176,2015-12-05,7,12,2015,49
CA_2,CA,HOBBIES,11546,3252,2015-12-12,7,12,2015,50
CA_2,CA,HOBBIES,11547,2820,2015-12-19,7,12,2015,51
CA_2,CA,HOBBIES,11548,3196,2015-12-26,7,12,2015,52
CA_2,CA,HOBBIES,11549,2845,2016-01-02,7,1,2016,53
CA_2,CA,HOBBIES,11550,2688,2016-01-09,7,1,2016,1
CA_2,CA,HOBBIES,11551,2699,2016-01-16,7,1,2016,2
CA_2,CA,HOBBIES,11552,2835,2016-01-23,7,1,2016,3
CA_2,CA,HOBBIES,11601,2796,2016-01-30,7,1,2016,4
CA_2,CA,HOBBIES,11602,2478,2016-02-06,7,2,2016,5
CA_2,CA,HOBBIES,11603,2762,2016-02-13,7,2,2016,6
CA_2,CA,HOBBIES,11604,3037,2016-02-20,7,2,2016,7
CA_2,CA,HOBBIES,11605,2809,2016-02-27,7,2,2016,8
CA_2,CA,HOBBIES,11606,2869,2016-03-05,7,3,2016,9
CA_2,CA,HOBBIES,11607,2940,2016-03-12,7,3,2016,10
CA_2,CA,HOBBIES,11608,2358,2016-03-19,7,3,2016,11
CA_2,CA,HOBBIES,11609,2876,2016-03-26,7,3,2016,12
CA_2,CA,HOBBIES,11610,2899,2016-04-02,7,4,2016,13
CA_2,CA,HOBBIES,11611,3022,2016-04-09,7,4,2016,14
CA_2,CA,HOBBIES,11612,2757,2016-04-16,7,4,2016,15
CA_2,CA,HOBBIES,11613,2944,2016-04-23,7,4,2016,16
CA_2,CA,HOBBIES,11614,3163,2016-04-30,7,4,2016,17
CA_2,CA,HOBBIES,11615,2966,2016-05-07,7,5,2016,18
CA_2,CA,HOBBIES,11616,3111,2016-05-14,7,5,2016,19
CA_2,CA,HOUSEHOLD,11417,5161,2014-05-24,7,5,2014,21
CA_2,CA,HOUSEHOLD,11418,5002,2014-05-31,7,5,2014,22
CA_2,CA,HOUSEHOLD,11419,4858,2014-06-07,7,6,2014,23
CA_2,CA,HOUSEHOLD,11420,5109,2014-06-14,7,6,2014,24
CA_2,CA,HOUSEHOLD,11421,5333,2014-06-21,7,6,2014,25
CA_2,CA,HOUSEHOLD,11422,5553,2014-06-28,7,6,2014,26
CA_2,CA,HOUSEHOLD,11423,5121,2014-07-05,7,7,2014,27
CA_2,CA,HOUSEHOLD,11424,5435,2014-07-12,7,7,2014,28
CA_2,CA,HOUSEHOLD,11425,5482,2014-07-19,7,7,2014,29
CA_2,CA,HOUSEHOLD,11426,5237,2014-07-26,7,7,2014,30
CA_2,CA,HOUSEHOLD,11427,4898,2014-08-02,7,8,2014,31
CA_2,CA,HOUSEHOLD,11428,4915,2014-08-09,7,8,2014,32
CA_2,CA,HOUSEHOLD,11429,5107,2014-08-16,7,8,2014,33
CA_2,CA,HOUSEHOLD,11430,4951,2014-08-23,7,8,2014,34
CA_2,CA,HOUSEHOLD,11431,5179,2014-08-30,7,8,2014,35
CA_2,CA,HOUSEHOLD,11432,5069,2014-09-06,7,9,2014,36
CA_2,CA,HOUSEHOLD,11433,5106,2014-09-13,7,9,2014,37
CA_2,CA,HOUSEHOLD,11434,4999,2014-09-20,7,9,2014,38
CA_2,CA,HOUSEHOLD,11435,5166,2014-09-27,7,9,2014,39
CA_2,CA,HOUSEHOLD,11436,5331,2014-10-04,7,10,2014,40
CA_2,CA,HOUSEHOLD,11437,5327,2014-10-11,7,10,2014,41
CA_2,CA,HOUSEHOLD,11438,5115,2014-10-18,7,10,2014,42
CA_2,CA,HOUSEHOLD,11439,5074,2014-10-25,7,10,2014,43
CA_2,CA,HOUSEHOLD,11440,5188,2014-11-01,7,11,2014,44
CA_2,CA,HOUSEHOLD,11441,5086,2014-11-08,7,11,2014,45
CA_2,CA,HOUSEHOLD,11442,4795,2014-11-15,7,11,2014,46
CA_2,CA,HOUSEHOLD,11443,4996,2014-11-22,7,11,2014,47
CA_2,CA,HOUSEHOLD,11444,5107,2014-11-29,7,11,2014,48
CA_2,CA,HOUSEHOLD,11445,4681,2014-12-06,7,12,2014,49
CA_2,CA,HOUSEHOLD,11446,4878,2014-12-13,7,12,2014,50
CA_2,CA,HOUSEHOLD,11447,4625,2014-12-20,7,12,2014,51
CA_2,CA,HOUSEHOLD,11448,5134,2014-12-27,7,12,2014,52
CA_2,CA,HOUSEHOLD,11449,4867,2015-01-03,7,1,2015,1
CA_2,CA,HOUSEHOLD,11450,5104,2015-01-10,7,1,2015,2
CA_2,CA,HOUSEHOLD,11451,4989,2015-01-17,7,1,2015,3
CA_2,CA,HOUSEHOLD,11452,4786,2015-01-24,7,1,2015,4
CA_2,CA,HOUSEHOLD,11501,5123,2015-01-31,7,1,2015,5
CA_2,CA,HOUSEHOLD,11502,5378,2015-02-07,7,2,2015,6
CA_2,CA,HOUSEHOLD,11503,5096,2015-02-14,7,2,2015,7
CA_2,CA,HOUSEHOLD,11504,5540,2015-02-21,7,2,2015,8
CA_2,CA,HOUSEHOLD,11505,5541,2015-02-28,7,2,2015,9
CA_2,CA,HOUSEHOLD,11506,6049,2015-03-07,7,3,2015,10
CA_2,CA,HOUSEHOLD,11507,5925,2015-03-14,7,3,2015,11
CA_2,CA,HOUSEHOLD,11508,6012,2015-03-21,7,3,2015,12
CA_2,CA,HOUSEHOLD,11509,6129,2015-03-28,7,3,2015,13
CA_2,CA,HOUSEHOLD,11510,5897,2015-04-04,7,4,2015,14
CA_2,CA,HOUSEHOLD,11511,5295,2015-04-11,7,4,2015,15
CA_2,CA,HOUSEHOLD,11512,5779,2015-04-18,7,4,2015,16
CA_2,CA,HOUSEHOLD,11513,5488,2015-04-25,7,4,2015,17
CA_2,CA,HOUSEHOLD,11514,5801,2015-05-02,7,5,2015,18
CA_2,CA,HOUSEHOLD,11515,5482,2015-05-09,7,5,2015,19
CA_2,CA,HOUSEHOLD,11516,5910,2015-05-16,7,5,2015,20
CA_2,CA,HOUSEHOLD,11517,6069,2015-05-23,7,5,2015,21
CA_2,CA,HOUSEHOLD,11518,6419,2015-05-30,7,5,2015,22
CA_2,CA,HOUSEHOLD,11519,6406,2015-06-06,7,6,2015,23
CA_2,CA,HOUSEHOLD,11520,6652,2015-06-13,7,6,2015,24
CA_2,CA,HOUSEHOLD,11521,6467,2015-06-20,7,6,2015,25
CA_2,CA,HOUSEHOLD,11522,7282,2015-06-27,7,6,2015,26
CA_2,CA,HOUSEHOLD,11523,6288,2015-07-04,7,7,2015,27
CA_2,CA,HOUSEHOLD,11524,7185,2015-07-11,7,7,2015,28
CA_2,CA,HOUSEHOLD,11525,7277,2015-07-18,7,7,2015,29
CA_2,CA,HOUSEHOLD,11526,7012,2015-07-25,7,7,2015,30
CA_2,CA,HOUSEHOLD,11527,7483,2015-08-01,7,8,2015,31
CA_2,CA,HOUSEHOLD,11528,7471,2015-08-08,7,8,2015,32
CA_2,CA,HOUSEHOLD,11529,7675,2015-08-15,7,8,2015,33
CA_2,CA,HOUSEHOLD,11530,7950,2015-08-22,7,8,2015,34
CA_2,CA,HOUSEHOLD,11531,8105,2015-08-29,7,8,2015,35
CA_2,CA,HOUSEHOLD,11532,7614,2015-09-05,7,9,2015,36
CA_2,CA,HOUSEHOLD,11533,7187,2015-09-12,7,9,2015,37
CA_2,CA,HOUSEHOLD,11534,7315,2015-09-19,7,9,2015,38
CA_2,CA,HOUSEHOLD,11535,7484,2015-09-26,7,9,2015,39
CA_2,CA,HOUSEHOLD,11536,7750,2015-10-03,7,10,2015,40
CA_2,CA,HOUSEHOLD,11537,7602,2015-10-10,7,10,2015,41
CA_2,CA,HOUSEHOLD,11538,7457,2015-10-17,7,10,2015,42
CA_2,CA,HOUSEHOLD,11539,7326,2015-10-24,7,10,2015,43
CA_2,CA,HOUSEHOLD,11540,7511,2015-10-31,7,10,2015,44
CA_2,CA,HOUSEHOLD,11541,7423,2015-11-07,7,11,2015,45
CA_2,CA,HOUSEHOLD,11542,7176,2015-11-14,7,11,2015,46
CA_2,CA,HOUSEHOLD,11543,7046,2015-11-21,7,11,2015,47
CA_2,CA,HOUSEHOLD,11544,7264,2015-11-28,7,11,2015,48
CA_2,CA,HOUSEHOLD,11545,7188,2015-12-05,7,12,2015,49
CA_2,CA,HOUSEHOLD,11546,7038,2015-12-12,7,12,2015,50
CA_2,CA,HOUSEHOLD,11547,6647,2015-12-19,7,12,2015,51
CA_2,CA,HOUSEHOLD,11548,7558,2015-12-26,7,12,2015,52
CA_2,CA,HOUSEHOLD,11549,7104,2016-01-02,7,1,2016,53
CA_2,CA,HOUSEHOLD,11550,6852,2016-01-09,7,1,2016,1
CA_2,CA,HOUSEHOLD,11551,7294,2016-01-16,7,1,2016,2
CA_2,CA,HOUSEHOLD,11552,7256,2016-01-23,7,1,2016,3
CA_2,CA,HOUSEHOLD,11601,7789,2016-01-30,7,1,2016,4
CA_2,CA,HOUSEHOLD,11602,7052,2016-02-06,7,2,2016,5
CA_2,CA,HOUSEHOLD,11603,7378,2016-02-13,7,2,2016,6
CA_2,CA,HOUSEHOLD,11604,7316,2016-02-20,7,2,2016,7
CA_2,CA,HOUSEHOLD,11605,7771,2016-02-27,7,2,2016,8
CA_2,CA,HOUSEHOLD,11606,7289,2016-03-05,7,3,2016,9
CA_2,CA,HOUSEHOLD,11607,7491,2016-03-12,7,3,2016,10
CA_2,CA,HOUSEHOLD,11608,5756,2016-03-19,7,3,2016,11
CA_2,CA,HOUSEHOLD,11609,7988,2016-03-26,7,3,2016,12
CA_2,CA,HOUSEHOLD,11610,8369,2016-04-02,7,4,2016,13
CA_2,CA,HOUSEHOLD,11611,7911,2016-04-09,7,4,2016,14
CA_2,CA,HOUSEHOLD,11612,7442,2016-04-16,7,4,2016,15
CA_2,CA,HOUSEHOLD,11613,7862,2016-04-23,7,4,2016,16
CA_2,CA,HOUSEHOLD,11614,8219,2016-04-30,7,4,2016,17
CA_2,CA,HOUSEHOLD,11615,7986,2016-05-07,7,5,2016,18
CA_2,CA,HOUSEHOLD,11616,8611,2016-05-14,7,5,2016,19
CA_3,CA,FOODS,11417,26704,2014-05-24,7,5,2014,21
CA_3,CA,FOODS,11418,32951,2014-05-31,7,5,2014,22
CA_3,CA,FOODS,11419,33552,2014-06-07,7,6,2014,23
CA_3,CA,FOODS,11420,31768,2014-06-14,7,6,2014,24
CA_3,CA,FOODS,11421,29583,2014-06-21,7,6,2014,25
CA_3,CA,FOODS,11422,35530,2014-06-28,7,6,2014,26
CA_3,CA,FOODS,11423,34706,2014-07-05,7,7,2014,27
CA_3,CA,FOODS,11424,31023,2014-07-12,7,7,2014,28
CA_3,CA,FOODS,11425,29653,2014-07-19,7,7,2014,29
CA_3,CA,FOODS,11426,30918,2014-07-26,7,7,2014,30
CA_3,CA,FOODS,11427,33915,2014-08-02,7,8,2014,31
CA_3,CA,FOODS,11428,31832,2014-08-09,7,8,2014,32
CA_3,CA,FOODS,11429,31249,2014-08-16,7,8,2014,33
CA_3,CA,FOODS,11430,30564,2014-08-23,7,8,2014,34
CA_3,CA,FOODS,11431,30496,2014-08-30,7,8,2014,35
CA_3,CA,FOODS,11432,33167,2014-09-06,7,9,2014,36
CA_3,CA,FOODS,11433,31576,2014-09-13,7,9,2014,37
CA_3,CA,FOODS,11434,29985,2014-09-20,7,9,2014,38
CA_3,CA,FOODS,11435,30160,2014-09-27,7,9,2014,39
CA_3,CA,FOODS,11436,32689,2014-10-04,7,10,2014,40
CA_3,CA,FOODS,11437,27554,2014-10-11,7,10,2014,41
CA_3,CA,FOODS,11438,27131,2014-10-18,7,10,2014,42
CA_3,CA,FOODS,11439,26290,2014-10-25,7,10,2014,43
CA_3,CA,FOODS,11440,30415,2014-11-01,7,11,2014,44
CA_3,CA,FOODS,11441,29411,2014-11-08,7,11,2014,45
CA_3,CA,FOODS,11442,26007,2014-11-15,7,11,2014,46
CA_3,CA,FOODS,11443,26615,2014-11-22,7,11,2014,47
CA_3,CA,FOODS,11444,26299,2014-11-29,7,11,2014,48
CA_3,CA,FOODS,11445,27314,2014-12-06,7,12,2014,49
CA_3,CA,FOODS,11446,23965,2014-12-13,7,12,2014,50
CA_3,CA,FOODS,11447,21307,2014-12-20,7,12,2014,51
CA_3,CA,FOODS,11448,23353,2014-12-27,7,12,2014,52
CA_3,CA,FOODS,11449,27695,2015-01-03,7,1,2015,1
CA_3,CA,FOODS,11450,27184,2015-01-10,7,1,2015,2
CA_3,CA,FOODS,11451,26657,2015-01-17,7,1,2015,3
CA_3,CA,FOODS,11452,26430,2015-01-24,7,1,2015,4
CA_3,CA,FOODS,11501,28862,2015-01-31,7,1,2015,5
CA_3,CA,FOODS,11502,31538,2015-02-07,7,2,2015,6
CA_3,CA,FOODS,11503,25361,2015-02-14,7,2,2015,7
CA_3,CA,FOODS,11504,23839,2015-02-21,7,2,2015,8
CA_3,CA,FOODS,11505,28660,2015-02-28,7,2,2015,9
CA_3,CA,FOODS,11506,29575,2015-03-07,7,3,2015,10
CA_3,CA,FOODS,11507,27813,2015-03-14,7,3,2015,11
CA_3,CA,FOODS,11508,26606,2015-03-21,7,3,2015,12
CA_3,CA,FOODS,11509,27484,2015-03-28,7,3,2015,13
CA_3,CA,FOODS,11510,29180,2015-04-04,7,4,2015,14
CA_3,CA,FOODS,11511,26297,2015-04-11,7,4,2015,15
CA_3,CA,FOODS,11512,25344,2015-04-18,7,4,2015,16
CA_3,CA,FOODS,11513,27156,2015-04-25,7,4,2015,17
CA_3,CA,FOODS,11514,29366,2015-05-02,7,5,2015,18
CA_3,CA,FOODS,11515,26683,2015-05-09,7,5,2015,19
CA_3,CA,FOODS,11516,25437,2015-05-16,7,5,2015,20
CA_3,CA,FOODS,11517,23908,2015-05-23,7,5,2015,21
CA_3,CA,FOODS,11518,28709,2015-05-30,7,5,2015,22
CA_3,CA,FOODS,11519,32063,2015-06-06,7,6,2015,23
CA_3,CA,FOODS,11520,29506,2015-06-13,7,6,2015,24
CA_3,CA,FOODS,11521,27244,2015-06-20,7,6,2015,25
CA_3,CA,FOODS,11522,30840,2015-06-27,7,6,2015,26
CA_3,CA,FOODS,11523,29213,2015-07-04,7,7,2015,27
CA_3,CA,FOODS,11524,29244,2015-07-11,7,7,2015,28
CA_3,CA,FOODS,11525,28114,2015-07-18,7,7,2015,29
CA_3,CA,FOODS,11526,26658,2015-07-25,7,7,2015,30
CA_3,CA,FOODS,11527,30318,2015-08-01,7,8,2015,31
CA_3,CA,FOODS,11528,30498,2015-08-08,7,8,2015,32
CA_3,CA,FOODS,11529,28943,2015-08-15,7,8,2015,33
CA_3,CA,FOODS,11530,26168,2015-08-22,7,8,2015,34
CA_3,CA,FOODS,11531,28053,2015-08-29,7,8,2015,35
CA_3,CA,FOODS,11532,31384,2015-09-05,7,9,2015,36
CA_3,CA,FOODS,11533,28060,2015-09-12,7,9,2015,37
CA_3,CA,FOODS,11534,29558,2015-09-19,7,9,2015,38
CA_3,CA,FOODS,11535,27111,2015-09-26,7,9,2015,39
CA_3,CA,FOODS,11536,31915,2015-10-03,7,10,2015,40
CA_3,CA,FOODS,11537,28243,2015-10-10,7,10,2015,41
CA_3,CA,FOODS,11538,26745,2015-10-17,7,10,2015,42
CA_3,CA,FOODS,11539,26168,2015-10-24,7,10,2015,43
CA_3,CA,FOODS,11540,25747,2015-10-31,7,10,2015,44
CA_3,CA,FOODS,11541,25773,2015-11-07,7,11,2015,45
CA_3,CA,FOODS,11542,24424,2015-11-14,7,11,2015,46
CA_3,CA,FOODS,11543,23605,2015-11-21,7,11,2015,47
CA_3,CA,FOODS,11544,22581,2015-11-28,7,11,2015,48
CA_3,CA,FOODS,11545,25279,2015-12-05,7,12,2015,49
CA_3,CA,FOODS,11546,24878,2015-12-12,7,12,2015,50
CA_3,CA,FOODS,11547,20645,2015-12-19,7,12,2015,51
CA_3,CA,FOODS,11548,23061,2015-12-26,7,12,2015,52
CA_3,CA,FOODS,11549,26811,2016-01-02,7,1,2016,53
CA_3,CA,FOODS,11550,28271,2016-01-09,7,1,2016,1
CA_3,CA,FOODS,11551,27360,2016-01-16,7,1,2016,2
CA_3,CA,FOODS,11552,27920,2016-01-23,7,1,2016,3
CA_3,CA,FOODS,11601,28232,2016-01-30,7,1,2016,4
CA_3,CA,FOODS,11602,29309,2016-02-06,7,2,2016,5
CA_3,CA,FOODS,11603,28885,2016-02-13,7,2,2016,6
CA_3,CA,FOODS,11604,28509,2016-02-20,7,2,2016,7
CA_3,CA,FOODS,11605,28535,2016-02-27,7,2,2016,8
CA_3,CA,FOODS,11606,30172,2016-03-05,7,3,2016,9
CA_3,CA,FOODS,11607,27569,2016-03-12,7,3,2016,10
CA_3,CA,FOODS,11608,28490,2016-03-19,7,3,2016,11
CA_3,CA,FOODS,11609,27775,2016-03-26,7,3,2016,12
CA_3,CA,FOODS,11610,29397,2016-04-02,7,4,2016,13
CA_3,CA,FOODS,11611,28475,2016-04-09,7,4,2016,14
CA_3,CA,FOODS,11612,26480,2016-04-16,7,4,2016,15
CA_3,CA,FOODS,11613,26297,2016-04-23,7,4,2016,16
CA_3,CA,FOODS,11614,28613,2016-04-30,7,4,2016,17
CA_3,CA,FOODS,11615,27888,2016-05-07,7,5,2016,18
CA_3,CA,FOODS,11616,26845,2016-05-14,7,5,2016,19
CA_3,CA,HOBBIES,11417,3667,2014-05-24,7,5,2014,21
CA_3,CA,HOBBIES,11418,3968,2014-05-31,7,5,2014,22
CA_3,CA,HOBBIES,11419,3893,2014-06-07,7,6,2014,23
CA_3,CA,HOBBIES,11420,3702,2014-06-14,7,6,2014,24
CA_3,CA,HOBBIES,11421,3965,2014-06-21,7,6,2014,25
CA_3,CA,HOBBIES,11422,4192,2014-06-28,7,6,2014,26
CA_3,CA,HOBBIES,11423,3643,2014-07-05,7,7,2014,27
CA_3,CA,HOBBIES,11424,4045,2014-07-12,7,7,2014,28
CA_3,CA,HOBBIES,11425,3450,2014-07-19,7,7,2014,29
CA_3,CA,HOBBIES,11426,3681,2014-07-26,7,7,2014,30
CA_3,CA,HOBBIES,11427,3728,2014-08-02,7,8,2014,31
CA_3,CA,HOBBIES,11428,3785,2014-08-09,7,8,2014,32
CA_3,CA,HOBBIES,11429,3589,2014-08-16,7,8,2014,33
CA_3,CA,HOBBIES,11430,3722,2014-08-23,7,8,2014,34
CA_3,CA,HOBBIES,11431,3584,2014-08-30,7,8,2014,35
CA_3,CA,HOBBIES,11432,3728,2014-09-06,7,9,2014,36
CA_3,CA,HOBBIES,11433,3518,2014-09-13,7,9,2014,37
CA_3,CA,HOBBIES,11434,3999,2014-09-20,7,9,2014,38
CA_3,CA,HOBBIES,11435,3553,2014-09-27,7,9,2014,39
CA_3,CA,HOBBIES,11436,3799,2014-10-04,7,10,2014,40
CA_3,CA,HOBBIES,11437,3743,2014-10-11,7,10,2014,41
CA_3,CA,HOBBIES,11438,3958,2014-10-18,7,10,2014,42
CA_3,CA,HOBBIES,11439,3881,2014-10-25,7,10,2014,43
CA_3,CA,HOBBIES,11440,4060,2014-11-01,7,11,2014,44
